student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa
3666,Female,24,BCA,AI,8.09,0,1,1,9,8,98,1,1,Product,4.12
3667,Male,23,BTech,Electrical,8.05,3,3,3,9,8,50,3,0,None,0.0
3668,Female,20,BCA,AI,5.55,0,0,1,1,6,67,3,0,None,0.0
3669,Female,24,BTech,CS,6.97,2,2,1,4,8,50,2,0,None,0.0
3670,Female,22,BTech,Electrical,9.67,1,0,2,1,1,92,5,0,None,0.0
3671,Female,23,BCA,IT,7.89,3,0,2,10,7,71,0,1,Service,13.54
3672,Female,20,BE,Electrical,9.51,0,3,2,4,3,73,3,0,None,0.0
3673,Male,22,BTech,AI,8.41,2,1,4,7,3,96,5,1,Service,10.74
3674,Female,24,BE,IT,5.62,0,0,5,8,9,80,1,0,None,0.0
3675,Male,20,BE,DS,5.83,1,3,4,3,1,40,0,0,None,0.0
3676,Male,20,BTech,Electrical,8.61,3,2,1,3,9,54,0,0,None,0.0
3677,Female,22,BSc,AI,7.88,1,1,2,10,5,63,3,1,Startup,6.42
3678,Female,20,BTech,Electrical,6.05,1,1,5,5,9,79,2,0,None,0.0
3679,Male,21,BSc,Electrical,8.14,3,2,3,6,1,96,2,1,Startup,9.19
3680,Male,20,BTech,AI,8.98,2,0,3,3,6,41,2,0,None,0.0
3681,Male,23,BTech,IT,8.74,2,1,3,6,1,45,3,0,None,0.0
3682,Female,22,BE,CS,6.56,0,0,1,10,1,41,4,0,None,0.0
3683,Male,23,BE,Electrical,6.61,2,3,5,7,5,56,1,0,None,0.0
3684,Female,24,BCA,Mechanical,9.66,2,2,2,6,5,46,1,0,None,0.0
3685,Female,23,BE,DS,9.32,2,1,1,6,1,42,2,0,None,0.0
3686,Female,21,BE,AI,6.87,0,2,1,2,2,63,2,0,None,0.0
3687,Male,21,BE,Electrical,9.04,3,1,3,4,3,90,1,0,None,0.0
3688,Female,23,BE,CS,6.2,2,2,2,1,3,51,3,0,None,0.0
3689,Female,24,BCA,AI,6.35,1,3,4,10,7,57,0,0,None,0.0
3690,Female,20,BE,Electrical,6.28,2,3,0,5,2,95,1,0,None,0.0
3691,Female,21,BSc,DS,5.88,2,0,1,10,3,47,1,0,None,0.0
3692,Female,23,BSc,Mechanical,9.18,3,3,2,3,1,83,0,0,None,0.0
3693,Male,23,BCA,AI,7.99,1,2,0,3,1,65,0,0,None,0.0
3694,Female,23,BE,Electrical,6.61,0,2,0,4,1,40,4,0,None,0.0
3695,Female,20,BSc,IT,9.15,2,3,4,9,1,40,5,0,None,0.0
3696,Male,22,BTech,CS,8.95,2,2,4,6,4,99,1,1,Startup,8.25
3697,Female,24,BSc,Mechanical,5.93,2,2,1,10,1,81,0,0,None,0.0
3698,Male,22,BE,AI,8.27,2,2,1,8,4,42,5,0,None,0.0
3699,Female,24,BSc,Electrical,8.6,1,0,2,5,6,81,1,1,Startup,6.2
3700,Male,24,BTech,Mechanical,8.58,3,0,4,6,3,43,0,0,None,0.0
3701,Male,23,BSc,IT,8.61,3,1,5,3,3,63,2,0,None,0.0
3702,Female,21,BE,AI,6.23,2,2,4,7,5,51,5,0,None,0.0
3703,Female,23,BTech,Mechanical,6.85,0,0,5,9,10,53,2,0,None,0.0
3704,Female,20,BCA,AI,9.13,1,3,2,9,2,79,5,1,Service,4.44
3705,Male,24,BTech,AI,9.36,1,2,5,7,4,63,2,1,Product,14.28
3706,Male,21,BSc,Mechanical,6.7,0,2,4,3,1,69,1,0,None,0.0
3707,Male,24,BCA,AI,5.6,2,1,3,5,10,78,1,0,None,0.0
3708,Female,24,BTech,IT,9.2,2,3,0,10,9,72,1,1,Startup,12.47
3709,Male,23,BTech,Mechanical,7.12,2,3,3,9,3,88,3,1,Service,6.2
3710,Male,21,BTech,Electrical,6.92,0,2,0,9,8,60,5,1,Product,10.16
3711,Female,21,BE,Mechanical,6.99,1,0,5,3,4,54,2,0,None,0.0
3712,Male,24,BCA,IT,7.29,3,1,2,5,6,99,0,1,Product,12.18
3713,Male,21,BCA,IT,7.13,2,1,2,1,10,86,5,0,None,0.0
3714,Female,21,BTech,IT,7.94,0,1,0,7,4,71,5,1,Startup,9.55
3715,Male,23,BCA,Electrical,5.84,0,2,0,2,4,76,4,0,None,0.0
3716,Female,22,BSc,Electrical,9.68,2,1,0,10,6,92,3,1,Service,5.42
3717,Female,20,BSc,AI,9.53,0,0,0,10,8,70,5,1,Product,4.21
3718,Female,22,BTech,AI,9.52,2,3,1,6,9,40,1,0,None,0.0
3719,Female,21,BSc,DS,9.28,2,0,4,10,2,90,5,1,Startup,14.56
3720,Female,24,BTech,AI,8.34,2,1,4,6,6,72,2,1,Service,13.14
3721,Male,20,BSc,IT,6.45,1,3,2,7,1,73,3,0,None,0.0
3722,Male,20,BTech,DS,5.71,0,1,1,3,7,82,2,0,None,0.0
3723,Female,24,BTech,IT,5.93,3,1,0,8,10,83,0,0,None,0.0
3724,Female,20,BCA,CS,6.89,1,2,1,5,3,50,4,0,None,0.0
3725,Male,24,BCA,Electrical,7.67,2,3,0,10,9,79,3,1,Service,13.01
3726,Female,20,BTech,Mechanical,9.77,0,1,5,4,6,91,4,0,None,0.0
3727,Female,22,BCA,CS,7.37,3,1,4,9,9,75,3,1,Service,9.45
3728,Female,20,BCA,Electrical,7.76,2,2,0,9,6,92,2,1,Service,9.97
3729,Male,23,BE,Electrical,8.49,0,3,5,2,4,73,1,0,None,0.0
3730,Male,24,BSc,IT,6.28,2,1,4,1,6,48,2,0,None,0.0
3731,Female,20,BCA,AI,9.51,3,1,0,3,1,70,1,0,None,0.0
3732,Female,24,BTech,Mechanical,7.77,0,0,5,10,10,68,1,1,Startup,8.92
3733,Male,23,BE,AI,6.69,3,0,2,8,8,52,1,0,None,0.0
3734,Male,20,BE,AI,9.52,2,0,4,4,10,49,2,0,None,0.0
3735,Female,20,BCA,Mechanical,8.19,2,2,5,5,8,48,2,0,None,0.0
3736,Female,23,BTech,Mechanical,7.58,3,0,2,5,3,84,4,1,Product,4.61
3737,Male,23,BTech,CS,7.99,1,0,1,2,5,42,3,0,None,0.0
3738,Male,23,BTech,IT,8.72,1,1,0,1,5,88,1,0,None,0.0
3739,Male,24,BTech,AI,6.16,0,2,1,8,3,57,0,0,None,0.0
3740,Female,23,BTech,IT,9.22,0,3,0,10,6,98,0,1,Startup,6.75
3741,Male,24,BSc,IT,9.63,1,1,4,5,9,66,1,1,Product,6.57
3742,Female,22,BTech,DS,7.94,3,1,0,2,3,71,3,0,None,0.0
3743,Male,20,BTech,CS,8.43,2,2,5,7,9,47,2,0,None,0.0
3744,Male,20,BSc,AI,9.2,2,2,3,2,8,95,4,0,None,0.0
3745,Male,21,BCA,Electrical,7.11,0,1,3,6,5,52,0,0,None,0.0
3746,Male,22,BE,Mechanical,9.77,0,1,3,9,9,57,3,0,None,0.0
3747,Female,23,BSc,Mechanical,8.43,2,1,2,4,7,65,2,0,None,0.0
3748,Female,23,BE,IT,7.32,1,2,3,5,3,55,5,0,None,0.0
3749,Male,22,BE,CS,8.41,0,1,0,1,10,60,5,0,None,0.0
3750,Female,23,BSc,CS,7.74,2,1,1,1,2,85,1,0,None,0.0
3751,Male,21,BTech,AI,5.98,0,3,2,9,5,64,2,0,None,0.0
3752,Male,24,BE,AI,8.92,1,0,4,5,3,99,2,1,Startup,13.87
3753,Male,20,BTech,IT,7.93,3,0,2,3,10,84,5,0,None,0.0
3754,Male,22,BCA,IT,8.92,0,0,5,2,9,98,5,0,None,0.0
3755,Female,20,BSc,IT,6.17,2,0,5,10,10,43,2,0,None,0.0
3756,Male,24,BE,DS,7.81,1,0,1,7,7,72,5,1,Service,3.39
3757,Male,22,BTech,CS,8.8,2,1,3,4,10,69,4,0,None,0.0
3758,Female,24,BE,IT,9.75,1,1,1,3,10,70,0,0,None,0.0
3759,Male,23,BCA,CS,9.3,3,3,2,2,8,72,0,0,None,0.0
3760,Male,23,BCA,Electrical,9.22,3,2,2,10,6,45,4,0,None,0.0
3761,Male,23,BE,Mechanical,6.56,2,3,2,10,9,54,3,0,None,0.0
3762,Female,24,BSc,Mechanical,9.1,3,2,1,4,6,54,2,0,None,0.0
3763,Male,24,BCA,CS,6.23,0,2,0,9,3,78,1,0,None,0.0
3764,Female,24,BTech,Electrical,6.35,1,3,0,10,2,70,5,0,None,0.0
3765,Male,20,BCA,Mechanical,5.97,1,1,5,7,1,48,4,0,None,0.0
3766,Male,24,BTech,Mechanical,9.19,1,3,3,1,9,99,2,0,None,0.0
3767,Female,23,BE,Mechanical,5.97,3,0,5,3,6,71,2,0,None,0.0
3768,Male,21,BTech,AI,6.09,3,3,4,5,4,84,0,0,None,0.0
3769,Male,24,BE,Electrical,6.56,0,1,1,7,5,77,4,1,Startup,6.98
3770,Female,21,BCA,AI,7.96,3,1,0,5,8,81,5,1,Product,13.89
3771,Female,23,BSc,CS,9.28,1,2,3,9,1,60,1,1,Service,14.65
3772,Female,24,BCA,CS,7.3,0,2,4,7,8,92,5,1,Product,4.81
3773,Female,20,BCA,DS,7.85,0,3,3,1,7,51,4,0,None,0.0
3774,Female,20,BCA,AI,6.22,1,2,3,6,9,74,1,0,None,0.0
3775,Male,21,BCA,CS,6.64,2,3,5,2,4,54,5,0,None,0.0
3776,Female,20,BSc,AI,6.08,3,2,5,6,5,91,2,0,None,0.0
3777,Male,20,BCA,DS,7.26,3,1,4,3,8,82,5,0,None,0.0
3778,Male,20,BTech,CS,8.04,1,2,2,2,3,67,1,0,None,0.0
3779,Male,23,BSc,CS,6.72,2,0,0,3,10,71,2,0,None,0.0
3780,Female,20,BSc,CS,9.14,3,1,0,10,1,90,5,1,Startup,3.7
3781,Female,22,BTech,CS,9.72,2,0,4,4,1,65,5,0,None,0.0
3782,Male,24,BE,IT,6.02,1,1,0,1,10,49,5,0,None,0.0
3783,Female,20,BCA,Electrical,5.58,1,3,1,4,6,80,5,0,None,0.0
3784,Female,20,BSc,Electrical,8.9,2,1,1,6,2,62,5,1,Startup,9.89
3785,Female,20,BCA,AI,6.32,1,2,1,5,9,40,1,0,None,0.0
3786,Female,22,BCA,AI,7.02,1,0,4,5,5,55,0,0,None,0.0
3787,Male,20,BTech,AI,7.2,0,1,5,9,9,98,4,1,Product,8.92
3788,Male,20,BTech,DS,9.44,2,3,3,9,8,60,0,1,Startup,3.27
3789,Female,24,BTech,IT,8.33,3,0,3,9,8,86,3,1,Product,14.87
3790,Male,22,BCA,AI,5.67,3,1,2,7,5,56,4,0,None,0.0
3791,Female,22,BSc,AI,5.56,0,3,2,10,2,59,4,0,None,0.0
3792,Female,20,BSc,CS,6.36,1,1,1,9,6,65,1,0,None,0.0
3793,Male,22,BE,CS,6.87,1,1,1,8,5,56,2,0,None,0.0
3794,Male,21,BCA,CS,7.58,0,0,4,8,3,64,1,1,Service,8.04
3795,Male,22,BE,AI,9.1,0,1,1,5,10,64,4,1,Startup,6.89
3796,Female,22,BE,CS,6.85,1,0,1,9,9,43,0,0,None,0.0
3797,Male,22,BE,AI,7.12,2,0,1,8,7,67,2,1,Startup,12.25
3798,Female,23,BE,DS,6.92,0,2,0,7,9,40,1,0,None,0.0
3799,Male,23,BE,DS,5.54,2,0,3,8,10,53,0,0,None,0.0
3800,Male,23,BCA,Mechanical,9.61,3,1,0,9,4,61,1,1,Product,11.04
3801,Female,22,BTech,IT,6.1,1,1,5,7,3,53,5,0,None,0.0
3802,Female,21,BE,CS,6.74,2,1,1,9,2,54,4,0,None,0.0
3803,Female,22,BSc,Electrical,6.06,2,1,1,8,5,44,1,0,None,0.0
3804,Female,20,BCA,CS,7.61,1,0,0,2,1,54,0,0,None,0.0
3805,Female,21,BE,IT,9.51,1,2,0,3,6,91,5,0,None,0.0
3806,Female,23,BSc,IT,5.93,3,0,4,6,2,83,0,0,None,0.0
3807,Female,24,BE,Mechanical,7.4,1,1,4,6,9,86,5,1,Startup,12.71
3808,Female,21,BTech,IT,5.6,2,0,1,7,5,73,0,0,None,0.0
3809,Male,23,BCA,AI,8.81,0,2,0,2,2,68,1,0,None,0.0
3810,Female,21,BTech,CS,8.26,1,3,5,1,4,61,5,0,None,0.0
3811,Female,21,BSc,IT,8.51,1,2,4,5,6,55,4,0,None,0.0
3812,Male,22,BE,AI,7.53,0,2,2,2,4,46,3,0,None,0.0
3813,Female,20,BTech,IT,9.4,1,3,0,9,5,40,3,0,None,0.0
3814,Male,24,BTech,Electrical,7.26,1,2,3,3,4,90,3,0,None,0.0
3815,Male,23,BE,AI,7.71,0,2,2,2,4,46,2,0,None,0.0
3816,Female,21,BCA,DS,8.49,2,0,2,7,3,81,4,1,Service,14.66
3817,Male,24,BSc,AI,7.74,3,2,5,6,9,61,4,1,Service,9.23
3818,Female,21,BCA,Mechanical,6.31,3,2,0,8,3,89,2,0,None,0.0
3819,Male,20,BSc,AI,6.86,3,1,5,9,4,47,3,0,None,0.0
3820,Male,24,BSc,IT,5.9,2,2,1,3,8,77,5,0,None,0.0
3821,Male,23,BTech,DS,7.36,3,0,3,8,5,40,3,0,None,0.0
3822,Female,21,BE,DS,8.12,2,3,4,4,7,62,5,0,None,0.0
3823,Female,20,BCA,AI,6.01,1,1,5,2,6,71,5,0,None,0.0
3824,Male,24,BTech,IT,8.21,3,0,4,4,1,64,2,0,None,0.0
3825,Male,21,BTech,DS,9.34,0,1,1,4,2,99,0,0,None,0.0
3826,Female,21,BTech,Electrical,6.95,2,2,3,8,10,84,5,1,Service,12.98
3827,Female,23,BCA,AI,6.45,3,0,5,10,5,47,4,0,None,0.0
3828,Male,20,BTech,AI,9.34,0,1,3,8,10,94,3,1,Service,14.02
3829,Male,22,BE,AI,8.48,3,0,2,7,3,95,3,1,Product,7.66
3830,Female,21,BTech,DS,5.95,2,1,2,4,8,63,2,0,None,0.0
3831,Female,24,BTech,CS,7.25,2,2,3,2,8,75,1,0,None,0.0
3832,Female,23,BSc,IT,8.4,1,3,5,1,2,44,5,0,None,0.0
3833,Female,23,BTech,Mechanical,7.97,2,3,5,2,6,86,4,0,None,0.0
3834,Female,21,BCA,Mechanical,8.16,3,0,5,2,7,76,5,0,None,0.0
3835,Male,21,BCA,IT,7.94,2,3,0,3,7,63,4,0,None,0.0
3836,Female,21,BE,CS,8.93,0,0,5,10,3,82,4,1,Product,14.11
3837,Male,22,BCA,IT,6.88,1,0,0,5,9,81,0,1,Product,5.9
3838,Female,21,BCA,AI,8.55,1,2,0,1,7,98,5,0,None,0.0
3839,Male,20,BTech,Electrical,9.76,2,2,3,5,1,80,1,1,Product,3.62
3840,Female,24,BE,IT,7.18,3,1,4,7,9,98,4,1,Service,8.45
3841,Female,21,BCA,IT,8.9,1,0,0,1,6,47,0,0,None,0.0
3842,Male,22,BE,Electrical,6.56,3,1,4,4,6,98,0,0,None,0.0
3843,Male,24,BE,DS,6.71,3,1,0,2,7,41,5,0,None,0.0
3844,Female,23,BSc,Mechanical,9.52,0,2,3,8,2,71,0,1,Product,11.69
3845,Female,21,BSc,Mechanical,5.61,1,0,0,2,2,62,4,0,None,0.0
3846,Female,24,BTech,AI,6.43,2,2,5,1,4,71,4,0,None,0.0
3847,Female,23,BCA,Electrical,7.58,3,0,4,2,2,87,2,0,None,0.0
3848,Female,22,BTech,AI,7.23,1,3,1,10,7,42,5,0,None,0.0
3849,Male,20,BTech,DS,8.21,1,3,5,4,10,89,2,0,None,0.0
3850,Male,21,BE,AI,6.33,3,1,4,5,9,57,1,0,None,0.0
3851,Female,20,BE,Electrical,5.8,2,2,1,2,2,81,2,0,None,0.0
3852,Male,22,BE,Electrical,7.09,1,2,5,4,1,89,5,0,None,0.0
3853,Male,24,BTech,CS,7.75,1,0,4,7,1,74,5,1,Product,13.4
3854,Male,24,BCA,DS,7.92,2,1,5,5,2,67,4,1,Product,3.72
3855,Female,22,BTech,Electrical,8.09,3,2,5,8,3,59,2,0,None,0.0
3856,Male,22,BTech,Electrical,7.86,3,1,0,10,1,61,1,1,Startup,8.36
3857,Female,21,BTech,DS,6.56,3,2,0,9,8,40,4,0,None,0.0
3858,Male,23,BSc,IT,8.79,3,3,4,1,6,81,3,0,None,0.0
3859,Female,20,BSc,IT,5.88,2,2,0,1,3,47,3,0,None,0.0
3860,Male,20,BCA,CS,6.35,0,2,0,3,9,47,3,0,None,0.0
3861,Female,24,BSc,Electrical,8.68,2,3,3,8,4,59,1,0,None,0.0
3862,Female,24,BTech,DS,6.7,2,1,2,1,9,56,1,0,None,0.0
3863,Male,21,BSc,DS,7.62,3,1,2,10,5,54,4,0,None,0.0
3864,Female,22,BSc,IT,6.91,1,1,5,2,9,82,3,0,None,0.0
3865,Female,20,BTech,Mechanical,7.68,2,3,4,1,8,87,5,0,None,0.0
3866,Female,21,BCA,Mechanical,6.99,3,3,2,1,2,61,0,0,None,0.0
3867,Female,24,BSc,Electrical,9.78,1,3,1,9,5,94,2,1,Service,14.56
3868,Female,24,BTech,IT,7.04,2,1,4,10,1,55,5,0,None,0.0
3869,Female,20,BTech,Electrical,8.2,0,1,4,1,1,72,3,0,None,0.0
3870,Female,24,BTech,AI,9.32,0,1,1,4,3,63,3,0,None,0.0
3871,Female,24,BE,DS,8.24,3,1,2,7,1,59,3,0,None,0.0
3872,Male,23,BTech,Electrical,7.93,1,0,1,5,6,69,3,1,Startup,8.82
3873,Male,22,BSc,CS,7.95,1,3,0,10,6,72,5,1,Product,8.3
3874,Female,24,BSc,Mechanical,7.63,3,3,4,5,5,64,4,1,Product,6.03
3875,Female,23,BTech,Electrical,8.97,3,3,3,7,9,85,2,1,Service,7.24
3876,Male,21,BE,AI,5.72,1,1,1,6,4,85,3,0,None,0.0
3877,Male,24,BE,DS,9.31,0,1,4,6,3,95,4,1,Startup,13.31
3878,Male,21,BE,AI,8.02,0,0,5,8,3,96,5,1,Product,6.69
3879,Female,24,BSc,Electrical,9.15,2,0,5,10,1,75,3,1,Service,14.1
3880,Male,20,BE,DS,5.54,2,1,4,9,4,47,5,0,None,0.0
3881,Female,23,BCA,DS,9.24,1,1,1,2,7,69,0,0,None,0.0
3882,Female,23,BCA,IT,6.02,0,1,3,10,8,55,5,0,None,0.0
3883,Male,20,BE,IT,8.6,2,3,4,4,6,79,4,0,None,0.0
3884,Female,22,BCA,CS,7.29,0,0,0,10,7,97,0,1,Product,4.49
3885,Female,23,BTech,CS,8.43,0,3,0,9,5,54,3,0,None,0.0
3886,Female,21,BE,AI,8.2,1,2,0,10,8,66,2,1,Product,12.33
3887,Female,23,BE,IT,6.2,0,2,3,1,10,89,4,0,None,0.0
3888,Male,22,BE,DS,7.71,1,2,2,10,3,84,0,1,Service,4.18
3889,Male,21,BTech,IT,6.69,2,2,0,8,8,49,5,0,None,0.0
3890,Female,21,BTech,DS,7.91,3,3,1,1,10,63,0,0,None,0.0
3891,Female,20,BE,IT,8.67,0,2,2,4,7,70,2,0,None,0.0
3892,Male,24,BSc,DS,5.85,3,1,1,9,9,77,4,0,None,0.0
3893,Female,20,BSc,AI,7.72,3,2,3,4,6,58,1,0,None,0.0
3894,Male,24,BCA,IT,8.16,1,1,0,5,10,95,0,1,Product,10.41
3895,Female,20,BTech,Mechanical,6.77,0,3,4,9,10,40,4,0,None,0.0
3896,Female,24,BCA,Mechanical,9.6,0,0,0,8,2,41,1,0,None,0.0
3897,Male,23,BCA,DS,7.74,2,0,3,1,5,78,4,0,None,0.0
3898,Male,21,BE,AI,6.28,3,2,0,3,9,51,3,0,None,0.0
3899,Male,24,BSc,DS,5.96,3,0,0,4,7,69,0,0,None,0.0
3900,Male,23,BCA,AI,7.83,1,1,0,3,3,79,1,0,None,0.0
3901,Female,22,BE,CS,7.11,0,2,3,9,2,52,2,0,None,0.0
3902,Male,20,BTech,IT,6.33,0,2,0,6,8,64,2,0,None,0.0
3903,Female,22,BCA,AI,5.63,3,1,5,3,8,72,3,0,None,0.0
3904,Male,23,BSc,DS,7.94,2,1,4,8,1,64,3,1,Startup,3.56
3905,Male,22,BTech,CS,8.07,3,3,4,9,2,57,5,0,None,0.0
3906,Female,22,BE,DS,6.11,0,1,2,10,5,47,1,0,None,0.0
3907,Male,23,BTech,Mechanical,8.09,1,3,2,4,5,71,0,0,None,0.0
3908,Male,21,BCA,Mechanical,9.59,1,2,2,5,7,51,0,0,None,0.0
3909,Male,24,BTech,IT,9.71,1,0,2,3,5,94,5,0,None,0.0
3910,Male,20,BTech,Electrical,9.32,0,0,4,5,9,93,2,1,Service,5.77
3911,Female,24,BTech,IT,8.97,0,3,2,2,1,93,3,0,None,0.0
3912,Female,20,BSc,CS,6.4,1,0,1,2,5,58,5,0,None,0.0
3913,Male,24,BCA,Mechanical,6.17,0,0,5,5,3,60,2,0,None,0.0
3914,Male,22,BE,AI,7.41,2,2,3,7,10,83,1,1,Product,12.26
3915,Male,21,BSc,Mechanical,8.16,1,3,5,1,6,41,2,0,None,0.0
3916,Female,22,BCA,Electrical,9.16,2,1,3,3,1,92,2,0,None,0.0
3917,Female,21,BE,IT,6.5,2,0,4,1,2,86,3,0,None,0.0
3918,Female,23,BE,DS,7.56,0,2,3,8,9,99,3,1,Startup,12.02
3919,Female,20,BE,CS,8.28,0,2,3,2,9,50,0,0,None,0.0
3920,Male,20,BCA,Electrical,7.42,1,0,0,6,2,90,0,1,Product,13.14
3921,Male,23,BE,Mechanical,7.45,0,1,2,6,4,64,5,1,Product,4.64
3922,Male,24,BE,AI,6.47,2,1,2,9,10,40,0,0,None,0.0
3923,Female,23,BSc,Electrical,9.74,0,3,0,6,3,74,2,1,Product,7.0
3924,Male,23,BE,AI,7.54,1,3,4,10,8,72,2,1,Startup,10.26
3925,Female,21,BTech,AI,7.79,3,3,1,6,1,80,4,1,Product,3.57
3926,Female,23,BSc,CS,6.44,3,2,4,1,9,66,1,0,None,0.0
3927,Male,20,BSc,AI,7.71,0,1,1,7,4,60,4,1,Startup,11.57
3928,Male,22,BCA,AI,6.6,3,3,1,6,8,53,1,0,None,0.0
3929,Male,21,BE,Mechanical,6.37,2,2,0,8,8,94,5,0,None,0.0
3930,Female,21,BTech,CS,6.69,3,1,4,1,6,87,3,0,None,0.0
3931,Female,24,BTech,DS,5.51,3,0,2,8,10,42,5,0,None,0.0
3932,Male,22,BE,DS,7.95,2,3,5,8,9,80,2,1,Product,10.68
3933,Male,21,BE,AI,7.17,1,3,4,1,8,68,4,0,None,0.0
3934,Female,23,BCA,Electrical,9.36,3,1,4,7,3,56,5,0,None,0.0
3935,Male,21,BTech,IT,5.68,3,0,5,7,6,97,2,0,None,0.0
3936,Female,21,BSc,CS,5.69,3,0,1,7,2,88,4,0,None,0.0
3937,Female,21,BCA,IT,9.31,1,2,1,3,1,43,0,0,None,0.0
3938,Male,24,BCA,CS,6.04,0,3,2,3,5,83,1,0,None,0.0
3939,Male,21,BSc,CS,5.51,0,0,5,8,7,85,0,0,None,0.0
3940,Male,21,BCA,Mechanical,6.27,1,2,5,8,6,61,5,0,None,0.0
3941,Male,24,BE,AI,9.04,2,3,2,8,4,53,2,0,None,0.0
3942,Female,22,BSc,Mechanical,8.95,0,3,5,3,4,53,3,0,None,0.0
3943,Female,20,BSc,Electrical,6.96,1,3,1,4,9,87,3,0,None,0.0
3944,Female,24,BTech,IT,8.37,1,3,4,2,3,96,0,0,None,0.0
3945,Male,24,BSc,IT,7.68,2,0,1,3,2,48,4,0,None,0.0
3946,Female,21,BCA,DS,9.39,1,0,3,5,6,41,0,0,None,0.0
3947,Male,21,BTech,Electrical,5.74,0,0,3,3,1,76,3,0,None,0.0
3948,Male,20,BCA,Electrical,9.0,0,1,1,4,2,44,0,0,None,0.0
3949,Male,21,BE,Mechanical,6.23,1,1,2,7,4,57,1,0,None,0.0
3950,Male,23,BE,Mechanical,7.18,1,3,1,3,9,82,0,0,None,0.0
3951,Male,21,BTech,Electrical,6.33,2,0,4,1,4,71,4,0,None,0.0
3952,Male,21,BTech,Mechanical,8.52,2,2,3,1,10,80,2,0,None,0.0
3953,Female,23,BCA,DS,8.42,3,0,0,4,3,48,0,0,None,0.0
3954,Male,20,BE,Mechanical,7.86,1,2,2,1,1,83,1,0,None,0.0
3955,Female,23,BTech,Mechanical,8.5,3,3,0,6,8,43,5,0,None,0.0
3956,Female,24,BE,Electrical,8.25,3,3,2,4,4,42,4,0,None,0.0
3957,Male,23,BE,Electrical,8.84,3,3,0,5,2,76,1,1,Product,4.54
3958,Male,22,BE,Mechanical,6.53,3,0,0,6,7,60,4,1,Startup,11.4
3959,Male,24,BCA,Mechanical,7.34,0,0,5,2,1,78,5,0,None,0.0
3960,Female,21,BCA,Electrical,6.15,2,2,1,1,3,95,3,0,None,0.0
3961,Male,24,BE,IT,7.35,1,2,2,10,10,85,3,1,Startup,8.17
3962,Female,20,BE,AI,8.52,2,1,5,2,5,69,2,0,None,0.0
3963,Male,20,BE,IT,8.47,2,3,3,6,7,76,2,1,Service,12.15
3964,Male,23,BSc,Mechanical,8.55,2,2,0,10,3,63,4,1,Startup,3.22
3965,Female,24,BSc,CS,6.83,2,0,1,9,4,40,1,0,None,0.0
3966,Female,21,BCA,CS,8.35,2,2,4,8,5,55,1,0,None,0.0
3967,Male,20,BE,DS,7.08,2,1,2,10,10,67,0,1,Service,4.14
3968,Female,21,BSc,IT,9.56,0,0,2,1,2,69,3,0,None,0.0
3969,Female,22,BTech,Electrical,6.98,2,0,3,5,9,96,0,1,Startup,11.63
3970,Female,20,BTech,DS,8.09,1,0,0,7,7,58,2,0,None,0.0
3971,Female,23,BE,DS,8.73,1,2,1,8,2,62,3,1,Service,6.73
3972,Female,22,BSc,CS,9.4,3,3,0,7,6,73,1,1,Startup,10.84
3973,Male,24,BTech,IT,7.38,3,3,1,1,7,89,5,0,None,0.0
3974,Male,21,BCA,AI,7.05,2,3,3,4,10,76,3,0,None,0.0
3975,Female,20,BTech,Electrical,7.35,3,3,0,4,4,62,5,0,None,0.0
3976,Male,22,BCA,IT,6.89,3,3,4,9,4,99,2,1,Startup,12.82
3977,Male,22,BTech,DS,8.31,2,0,3,6,8,82,3,1,Startup,3.04
3978,Female,20,BTech,Mechanical,9.51,3,0,3,6,2,55,2,0,None,0.0
3979,Male,24,BSc,DS,6.04,1,2,2,5,2,80,1,0,None,0.0
3980,Female,24,BTech,IT,7.91,2,0,1,5,2,71,4,1,Service,11.65
3981,Female,23,BTech,CS,9.36,1,2,5,9,2,55,3,0,None,0.0
3982,Male,24,BCA,IT,5.93,1,2,0,2,7,74,4,0,None,0.0
3983,Female,23,BCA,AI,7.62,0,1,1,10,4,66,2,1,Product,11.52
3984,Female,22,BTech,Electrical,9.22,0,0,3,5,5,42,3,0,None,0.0
3985,Female,20,BE,Electrical,9.37,3,2,0,1,8,59,1,0,None,0.0
3986,Female,24,BTech,Mechanical,7.71,1,3,4,5,7,66,3,1,Service,11.38
3987,Female,23,BTech,Mechanical,5.61,3,3,1,4,8,95,1,0,None,0.0
3988,Male,22,BSc,DS,5.95,2,1,1,4,5,41,2,0,None,0.0
3989,Male,24,BTech,IT,8.02,1,2,4,4,8,52,5,0,None,0.0
3990,Female,21,BTech,Electrical,6.03,3,0,5,3,1,45,5,0,None,0.0
3991,Female,22,BCA,CS,6.14,1,3,5,6,5,53,4,0,None,0.0
3992,Male,24,BCA,AI,8.82,3,3,3,3,10,63,0,0,None,0.0
3993,Female,22,BCA,DS,8.73,2,1,5,6,2,66,0,1,Service,7.52
3994,Male,20,BCA,IT,9.12,0,3,1,6,5,48,5,0,None,0.0
3995,Female,20,BTech,CS,5.95,1,2,2,10,2,89,3,0,None,0.0
3996,Female,20,BE,IT,6.35,3,1,2,2,6,62,5,0,None,0.0
3997,Female,21,BSc,CS,9.08,0,3,0,9,9,74,4,1,Startup,6.96
